scenario	tree_type	rep	threshold	TP	FP	FN	TN	precision	recall
humnea_50_10	.relate.trees	2	0.99	0	2969213	0	177030787	0.0	0.0
humnea_50_10	.relate.trees	2	0.999	0	157683	0	29842317	0.0	0.0
humnea_50_10	.relate.trees	3	0.5	1175532	12261344	760442	195802682	0.0874855137459034	0.6072044355967591
humnea_50_10	.relate.trees	3	0.6	1173934	12037938	762040	196026088	0.0888544787597094	0.6063790112883748
humnea_50_10	.relate.trees	3	0.7	1173934	11825802	762040	196238224	0.0903044492595849	0.6063790112883748
humnea_50_10	.relate.trees	3	0.8	1168332	11385485	767642	196678541	0.093065877891959	0.6034853773862665
humnea_50_10	.relate.trees	3	0.9	1167781	10611341	768193	197452685	0.0991399019383618	0.6032007661259914
humnea_50_10	.relate.trees	3	0.95	1164135	8222068	771839	199841958	0.1240261903562068	0.6013174763710669
humnea_50_10	.relate.trees	3	0.99	721498	2819720	1214476	205244306	0.2037428929820191	0.3726795917713771
humnea_50_10	.relate.trees	3	0.999	75197	273254	1860777	207790772	0.2158036567551822	0.0388419472575561
humnea_50_10	.relate.trees	4	0.5	3607580	8334290	16155056	181903074	0.3020950655131901	0.1825454863409921
humnea_50_10	.relate.trees	4	0.6	3562988	8125356	16199648	182112008	0.3048325750850591	0.1802891071818557
humnea_50_10	.relate.trees	4	0.7	3555935	8088237	16206701	182149127	0.3053832423636476	0.1799322215923017
humnea_50_10	.relate.trees	4	0.8	3515178	7781176	16247458	182456188	0.3111781022443171	0.1778698954936983
humnea_50_10	.relate.trees	4	0.9	3492698	7388826	16269938	182848538	0.3209750766528659	0.1767323954152674
humnea_50_10	.relate.trees	4	0.95	3156994	6177875	16605642	184059489	0.3381937121988536	0.1597455926426009
humnea_50_10	.relate.trees	4	0.99	2085089	2350480	17677547	187886884	0.4700837705376695	0.1055066237115332
humnea_50_10	.relate.trees	4	0.999	755820	282353	19006816	189955011	0.7280289508588645	0.0382448980996259
humnea_50_10	.relate.trees	5	0.5	1994289	10807004	4676109	192522598	0.1557880910936106	0.2989760131254537
humnea_50_10	.relate.trees	5	0.6	1981584	10532568	4688814	192797034	0.1583474453562654	0.2970713291770596
humnea_50_10	.relate.trees	5	0.7	1981584	10220629	4688814	193108973	0.1623954605611293	0.2970713291770596
humnea_50_10	.relate.trees	5	0.8	1972146	9933171	4698252	193396431	0.165652539953367	0.2956564211011097
humnea_50_10	.relate.trees	5	0.9	1942392	9546508	4728006	193783094	0.1690668384266553	0.2911958177008328
humnea_50_10	.relate.trees	5	0.95	1694722	7552615	4975676	195776987	0.1832659499702454	0.2540660992042753
humnea_50_10	.relate.trees	5	0.99	457243	2709401	6213155	200620201	0.1443935598696917	0.068548083637588
humnea_50_10	.relate.trees	5	0.999	233412	361114	6436986	202968488	0.3926018374301544	0.0349922148573443
humnea_50_10	.relate.trees	6	0.5	1699939	11108346	4986616	192205099	0.132721828097985	0.2542324111594087
humnea_50_10	.relate.trees	6	0.6	1672171	10850916	5014384	192462529	0.1335270608596746	0.2500796000332009
humnea_50_10	.relate.trees	6	0.7	1669743	10686075	5016812	192627370	0.1351381996724134	0.2497164833011917
humnea_50_10	.relate.trees	6	0.8	1649514	10526007	5037041	192787438	0.1354778986459799	0.2466911586011032
humnea_50_10	.relate.trees	6	0.9	1605971	9550025	5080584	193763420	0.1439558601491072	0.2401791355937399
humnea_50_10	.relate.trees	6	0.95	1496086	7593748	5190469	195719697	0.164588924286186	0.2237454115011392
humnea_50_10	.relate.trees	6	0.99	828314	3462531	5858241	199850914	0.1930421630238333	0.1238775423218682
humnea_50_10	.relate.trees	6	0.999	46837	541522	6639718	202771923	0.0796061588247991	0.0070046533678403
humnea_50_10	.relate.trees	7	0.5	0	13020739	0	196979261	0.0	0.0
humnea_50_10	.relate.trees	7	0.6	0	12771647	0	197228353	0.0	0.0
humnea_50_10	.relate.trees	7	0.7	0	12543418	0	197456582	0.0	0.0
humnea_50_10	.relate.trees	7	0.8	0	12276592	0	197723408	0.0	0.0
humnea_50_10	.relate.trees	7	0.9	0	11177310	0	198822690	0.0	0.0
humnea_50_10	.relate.trees	7	0.95	0	9065105	0	200934895	0.0	0.0
humnea_50_10	.relate.trees	7	0.99	0	3210838	0	196789162	0.0	0.0
humnea_50_10	.relate.trees	7	0.999	0	552891	0	59447109	0.0	0.0
humnea_50_10	.relate.trees	8	0.5	482930	9595323	612949	199308798	0.0479180270628252	0.4406782135618987
humnea_50_10	.relate.trees	8	0.6	482930	9469077	612949	199435044	0.0485258903053424	0.4406782135618987
humnea_50_10	.relate.trees	8	0.7	482930	9284022	612949	199620099	0.0494453131335139	0.4406782135618987
humnea_50_10	.relate.trees	8	0.8	482930	9189549	612949	199714572	0.0499282552073775	0.4406782135618987
humnea_50_10	.relate.trees	8	0.9	482657	8614583	613222	200289538	0.0530553222735686	0.4404290984679878
humnea_50_10	.relate.trees	8	0.95	482657	7273069	613222	201631052	0.0622323429167043	0.4404290984679878
humnea_50_10	.relate.trees	8	0.99	242276	1918836	853603	206985285	0.1121071004186733	0.22107915198667
humnea_50_10	.relate.trees	8	0.999	0	294863	1095879	188609258	0.0	0.0
humnea_50_10	.relate.trees	9	0.5	5628461	6946099	16048583	181376857	0.4476069938033617	0.2596507623456408
humnea_50_10	.relate.trees	9	0.6	5519643	6841696	16157401	181481260	0.4465246847449131	0.2546307974463677
humnea_50_10	.relate.trees	9	0.7	5486412	6752740	16190632	181570216	0.4482673309392677	0.2530977932230981
humnea_50_10	.relate.trees	9	0.8	5464012	6646301	16213032	181676655	0.4511866869171754	0.2520644419967962
humnea_50_10	.relate.trees	9	0.9	5092107	6324044	16584937	181998912	0.4460441176715339	0.2349078130763585
humnea_50_10	.relate.trees	9	0.95	4597403	5789171	17079641	182533785	0.4426293982982262	0.2120862512434813
humnea_50_10	.relate.trees	9	0.99	2441144	2317928	19235900	186005028	0.5129453809482185	0.1126142475883704
humnea_50_10	.relate.trees	9	0.999	604417	204019	21072627	188118937	0.7476374134749071	0.0278828146494512
humnea_50_10	.relate.trees	10	0.5	3965340	9690679	3087303	193256678	0.2903730582097169	0.5622487909851669
humnea_50_10	.relate.trees	10	0.6	3962675	9416342	3089968	193531015	0.2961858109605511	0.5618709184627664
humnea_50_10	.relate.trees	10	0.7	3949919	9340975	3102724	193606382	0.297189865482337	0.5600622348245898
humnea_50_10	.relate.trees	10	0.8	3948744	9206124	3103899	193741233	0.3001735935320673	0.5598956306167773
humnea_50_10	.relate.trees	10	0.9	3944420	8694503	3108223	194252854	0.3120851357350622	0.559282527132027
humnea_50_10	.relate.trees	10	0.95	3665170	7643997	3387473	195303360	0.3240884142925823	0.5196874419986947
humnea_50_10	.relate.trees	10	0.99	2333800	3183211	4718843	199764146	0.4230189136835145	0.3309114044195913
humnea_50_10	.relate.trees	10	0.999	898723	589764	6153920	202357593	0.6037829016981673	0.1274306667727262
humnea_50_10	.relate.trees	11	0.5	358546	12668669	570573	196402212	0.0275228435241147	0.3858988999256285
humnea_50_10	.relate.trees	11	0.6	357815	12340801	571304	196730080	0.0281774801285431	0.3851121331067387
humnea_50_10	.relate.trees	11	0.7	356508	12107046	572611	196963835	0.028604040228012	0.3837054241706391
humnea_50_10	.relate.trees	11	0.8	356508	11773968	572611	197296913	0.0293894485261749	0.3837054241706391
humnea_50_10	.relate.trees	11	0.9	355135	10962649	573984	198108232	0.0313784924681368	0.3822276802002757
humnea_50_10	.relate.trees	11	0.95	326140	9714562	602979	199356319	0.032481792607728	0.3510206981021807
humnea_50_10	.relate.trees	11	0.99	152959	2709534	776160	196361347	0.053435589187467	0.1646279970595801
humnea_50_10	.relate.trees	11	0.999	109392	0	819727	169070881	1.0	0.1177373404267914
humnea_50_10	.ts	0	0.5	0	24417477	0	185582523	0.0	0.0
humnea_50_10	.ts	0	0.6	0	24380881	0	185619119	0.0	0.0
humnea_50_10	.ts	0	0.7	0	24233469	0	185766531	0.0	0.0
humnea_50_10	.ts	0	0.8	0	24118022	0	185881978	0.0	0.0
humnea_50_10	.ts	0	0.9	0	23927356	0	186072644	0.0	0.0
humnea_50_10	.ts	0	0.95	0	23662090	0	186337910	0.0	0.0
humnea_50_10	.ts	0	0.99	0	20815610	0	189184390	0.0	0.0
humnea_50_10	.ts	0	0.999	0	7648452	0	202351548	0.0	0.0
humnea_50_10	.ts	1	0.5	207732	22469887	174725	187147656	0.0091602209209	0.5431512562196534
humnea_50_10	.ts	1	0.6	207732	22386406	174725	187231137	0.0091940661776961	0.5431512562196534
humnea_50_10	.ts	1	0.7	207732	22297793	174725	187319750	0.0092302667900437	0.5431512562196534
humnea_50_10	.ts	1	0.8	207732	22207093	174725	187410450	0.0092676164101214	0.5431512562196534
humnea_50_10	.ts	1	0.9	207732	22000192	174725	187617351	0.0093539585239935	0.5431512562196534
humnea_50_10	.ts	1	0.95	207732	21737721	174725	187879822	0.0094658333095243	0.5431512562196534
humnea_50_10	.ts	1	0.99	200559	19450723	181898	190166820	0.010205899034984	0.5243962066323796
humnea_50_10	.ts	1	0.999	186213	6753527	196244	202864016	0.0268328496456639	0.4868861074578318
humnea_50_10	.ts	2	0.5	0	22424534	0	167575466	0.0	0.0
humnea_50_10	.ts	2	0.6	0	22337609	0	167662391	0.0	0.0
humnea_50_10	.ts	2	0.7	0	22253154	0	167746846	0.0	0.0
humnea_50_10	.ts	2	0.8	0	22155964	0	167844036	0.0	0.0
humnea_50_10	.ts	2	0.9	0	21931268	0	168068732	0.0	0.0
humnea_50_10	.ts	2	0.95	0	21660818	0	168339182	0.0	0.0
humnea_50_10	.ts	2	0.99	0	19973869	0	170026131	0.0	0.0
humnea_50_10	.ts	2	0.999	0	9936600	0	180063400	0.0	0.0
humnea_50_10	.ts	3	0.5	811441	22295267	1124533	185768759	0.0351171183709942	0.4191383768583669
humnea_50_10	.ts	3	0.6	811434	22271926	1124540	185792100	0.035152334842068	0.4191347611073289
humnea_50_10	.ts	3	0.7	811192	22188024	1124782	185876002	0.0352704196525655	0.4190097594285873
humnea_50_10	.ts	3	0.8	810110	22153796	1125864	185910230	0.03527753510226	0.4184508676252884
humnea_50_10	.ts	3	0.9	809678	22096535	1126296	185967491	0.0353475277646287	0.4182277241326588
humnea_50_10	.ts	3	0.95	808616	21857701	1127358	186206325	0.0356747856301489	0.4176791630466112
humnea_50_10	.ts	3	0.99	806523	19986979	1129451	188077047	0.0387872615204499	0.4165980534862555
humnea_50_10	.ts	3	0.999	802922	6917966	1133052	201146060	0.1039934784703521	0.4147380078451467
humnea_50_10	.ts	4	0.5	5260693	7104754	14501943	183132610	0.4254349236222516	0.2661938923532265
humnea_50_10	.ts	4	0.6	5260301	7085058	14502335	183152306	0.4260954258195327	0.2661740569426062
humnea_50_10	.ts	4	0.7	5260301	7011008	14502335	183226356	0.4286666565074679	0.2661740569426062
humnea_50_10	.ts	4	0.8	5259937	6984831	14502699	183252533	0.4295660807946708	0.2661556383470302
humnea_50_10	.ts	4	0.9	5259077	6895179	14503559	183342185	0.4326942759803644	0.266112121884955
humnea_50_10	.ts	4	0.95	5258693	6806355	14503943	183431009	0.4358617553780142	0.266092691278633
humnea_50_10	.ts	4	0.99	5161605	5754080	14601031	184483284	0.4728613000466759	0.2611799863135666
humnea_50_10	.ts	4	0.999	4697720	2484052	15064916	187753312	0.6541171176138703	0.237707156069666
humnea_50_10	.ts	5	0.5	4387855	16376302	2282543	186953300	0.2113187161896339	0.6578100737017492
humnea_50_10	.ts	5	0.6	4387572	16297831	2282826	187031771	0.2121095731129821	0.6577676474477235
humnea_50_10	.ts	5	0.7	4387545	16264511	2282853	187065091	0.2124507603504464	0.6577635997132405
humnea_50_10	.ts	5	0.8	4387292	16231090	2283106	187098512	0.2127854649312443	0.6577256709419738
humnea_50_10	.ts	5	0.9	4387292	15863411	2283106	187466191	0.2166488738687244	0.6577256709419738
humnea_50_10	.ts	5	0.95	4387292	15552859	2283106	187776743	0.2200230078498402	0.6577256709419738
humnea_50_10	.ts	5	0.99	4387292	13964086	2283106	189365516	0.2390715291244069	0.6577256709419738
humnea_50_10	.ts	5	0.999	3894987	5396032	2775411	197933570	0.4192206473800129	0.5839212292879675
humnea_50_10	.ts	6	0.5	2513683	19208119	4172872	184105326	0.1157216606614865	0.3759309539815346
humnea_50_10	.ts	6	0.6	2513647	19121757	4172908	184191688	0.1161821152033953	0.3759255700431687
humnea_50_10	.ts	6	0.7	2513647	18931427	4172908	184382018	0.1172132583921137	0.3759255700431687
humnea_50_10	.ts	6	0.8	2513559	18827086	4172996	184486359	0.1177827099415223	0.375912409304941
humnea_50_10	.ts	6	0.9	2513074	18648765	4173481	184664680	0.1187549910005458	0.3758398756908452
humnea_50_10	.ts	6	0.95	2512636	18369819	4173919	184943626	0.1203228260278784	0.3757743711073938
humnea_50_10	.ts	6	0.99	2384078	15364620	4302477	187948825	0.1343241064781202	0.356548028095185
humnea_50_10	.ts	6	0.999	2087895	4308084	4598660	199005361	0.3264386890576095	0.3122527220668939
humnea_50_10	.ts	7	0.5	0	23733635	0	176266365	0.0	0.0
humnea_50_10	.ts	7	0.6	0	23697320	0	176302680	0.0	0.0
humnea_50_10	.ts	7	0.7	0	23598747	0	176401253	0.0	0.0
humnea_50_10	.ts	7	0.8	0	23537048	0	176462952	0.0	0.0
humnea_50_10	.ts	7	0.9	0	23186692	0	176813308	0.0	0.0
humnea_50_10	.ts	7	0.95	0	22715121	0	177284879	0.0	0.0
humnea_50_10	.ts	7	0.99	0	19742425	0	180257575	0.0	0.0
humnea_50_10	.ts	7	0.999	0	7991268	0	192008732	0.0	0.0
humnea_50_10	.ts	8	0.5	286351	22552451	809528	186351670	0.0125379168311893	0.2612980082655111
humnea_50_10	.ts	8	0.6	286351	22464234	809528	186439887	0.0125865334891388	0.2612980082655111
humnea_50_10	.ts	8	0.7	286351	22027329	809528	186876792	0.0128329795892026	0.2612980082655111
humnea_50_10	.ts	8	0.8	286351	21987780	809528	186916341	0.0128557652821562	0.2612980082655111
humnea_50_10	.ts	8	0.9	286351	21724229	809528	187179892	0.0130096980633858	0.2612980082655111
humnea_50_10	.ts	8	0.95	286351	21611753	809528	187292368	0.0130765202320712	0.2612980082655111
humnea_50_10	.ts	8	0.99	286351	19058208	809528	189845913	0.0148026636327041	0.2612980082655111
humnea_50_10	.ts	8	0.999	286351	7469344	809528	201434777	0.0369213848662176	0.2612980082655111
humnea_50_10	.ts	9	0.5	6520451	8667925	15156593	179655031	0.4293053450875854	0.3007998230755079
humnea_50_10	.ts	9	0.6	6519092	8650814	15157952	179672142	0.4297384571796292	0.3007371300256621
humnea_50_10	.ts	9	0.7	6517119	8628224	15159925	179694732	0.4303051439640555	0.3006461120805955
humnea_50_10	.ts	9	0.8	6515463	8558439	15161581	179764517	0.4322346662463375	0.300569717900651
humnea_50_10	.ts	9	0.9	6511197	8348911	15165847	179974045	0.4381661963695015	0.3003729198501419
humnea_50_10	.ts	9	0.95	6457876	8207632	15219168	180115324	0.4403445144893719	0.2979131287457828
humnea_50_10	.ts	9	0.99	6311266	7366005	15365778	180956951	0.461441906064448	0.2911497527061346
humnea_50_10	.ts	9	0.999	5793853	2325574	15883191	185997382	0.7135790493590249	0.2672805849358427
humnea_50_10	.ts	10	0.5	4715171	11052956	2337472	191894401	0.2990317746679742	0.6685679397071425
humnea_50_10	.ts	10	0.6	4714872	10970787	2337771	191976570	0.3005848845751396	0.6685255442534097
humnea_50_10	.ts	10	0.7	4714872	10936959	2337771	192010398	0.3012345328798911	0.6685255442534097
humnea_50_10	.ts	10	0.8	4714866	10790376	2337777	192156981	0.3040820646333672	0.6685246935085187
humnea_50_10	.ts	10	0.9	4714666	10631611	2337977	192315746	0.3072188779076514	0.6684963353454868
humnea_50_10	.ts	10	0.95	4714344	10149437	2338299	192797920	0.3171699044812353	0.6684506787030053
humnea_50_10	.ts	10	0.99	4604181	8329670	2448462	194617687	0.355979127948822	0.6528305771325729
humnea_50_10	.ts	10	0.999	4354142	2808375	2698501	200138982	0.607906689785169	0.6173773435008691
humnea_50_10	.ts	11	0.5	436065	25133579	493054	183937302	0.0170540113894428	0.4693317002450708
humnea_50_10	.ts	11	0.6	436065	24920768	493054	184150113	0.0171971397216679	0.4693317002450708
humnea_50_10	.ts	11	0.7	436065	24858470	493054	184212411	0.0172394946181062	0.4693317002450708
humnea_50_10	.ts	11	0.8	436065	24674167	493054	184396714	0.0173660283186551	0.4693317002450708
humnea_50_10	.ts	11	0.9	436065	24293836	493054	184777045	0.0176331073868835	0.4693317002450708
humnea_50_10	.ts	11	0.95	436065	24053627	493054	185017254	0.0178060630570609	0.4693317002450708
humnea_50_10	.ts	11	0.99	436065	20655347	493054	188415534	0.0206750026977804	0.4693317002450708
humnea_50_10	.ts	11	0.999	300446	6305085	628673	202765796	0.0454840042382663	0.3233665440056655
humnea_50_10	_tsinfer.ts	0	0.5	0	17700037	0	192299963	0.0	0.0
humnea_50_10	_tsinfer.ts	0	0.6	0	17650925	0	192349075	0.0	0.0
humnea_50_10	_tsinfer.ts	0	0.7	0	17435989	0	192564011	0.0	0.0
humnea_50_10	_tsinfer.ts	0	0.8	0	17304314	0	192695686	0.0	0.0
humnea_50_10	_tsinfer.ts	0	0.9	0	17118032	0	192881968	0.0	0.0
humnea_50_10	_tsinfer.ts	0	0.95	0	15864232	0	194135768	0.0	0.0
humnea_50_10	_tsinfer.ts	0	0.99	0	9846333	0	200153667	0.0	0.0
humnea_50_10	_tsinfer.ts	0	0.999	0	1944340	0	168055660	0.0	0.0
humnea_50_10	_tsinfer.ts	1	0.5	184595	19873388	197862	189744155	0.0092030689227326	0.4826555665081303
humnea_50_10	_tsinfer.ts	1	0.6	184595	19814029	197862	189803514	0.0092303850504914	0.4826555665081303
humnea_50_10	_tsinfer.ts	1	0.7	184595	19597588	197862	190019955	0.0093313766230956	0.4826555665081303
humnea_50_10	_tsinfer.ts	1	0.8	184595	19363280	197862	190254263	0.0094432259260917	0.4826555665081303
humnea_50_10	_tsinfer.ts	1	0.9	184595	18756097	197862	190861446	0.0097459480361118	0.4826555665081303
humnea_50_10	_tsinfer.ts	1	0.95	184595	17725190	197862	191892353	0.0103069355662281	0.4826555665081303
humnea_50_10	_tsinfer.ts	1	0.99	184317	11630945	198140	197986598	0.01559990798342	0.4819286874079962
humnea_50_10	_tsinfer.ts	1	0.999	169971	1742089	212486	207875454	0.088894176960974	0.4444185882334485
humnea_50_10	_tsinfer.ts	2	0.5	0	19869072	0	190130928	0.0	0.0
humnea_50_10	_tsinfer.ts	2	0.6	0	19694393	0	190305607	0.0	0.0
humnea_50_10	_tsinfer.ts	2	0.7	0	19520849	0	190479151	0.0	0.0
humnea_50_10	_tsinfer.ts	2	0.8	0	19262530	0	190737470	0.0	0.0
humnea_50_10	_tsinfer.ts	2	0.9	0	18809268	0	191190732	0.0	0.0
humnea_50_10	_tsinfer.ts	2	0.95	0	18333404	0	191666596	0.0	0.0
humnea_50_10	_tsinfer.ts	2	0.99	0	11920855	0	198079145	0.0	0.0
humnea_50_10	_tsinfer.ts	2	0.999	0	3020148	0	176979852	0.0	0.0
humnea_50_10	_tsinfer.ts	3	0.5	1007935	17893176	928039	190170850	0.0533267594693243	0.5206345746378825
humnea_50_10	_tsinfer.ts	3	0.6	1007935	17743773	928039	190320253	0.0537516369175543	0.5206345746378825
humnea_50_10	_tsinfer.ts	3	0.7	1007935	17683854	928039	190380172	0.0539239448936642	0.5206345746378825
humnea_50_10	_tsinfer.ts	3	0.8	1000048	17559939	935926	190504087	0.0538819342923031	0.5165606562898055
humnea_50_10	_tsinfer.ts	3	0.9	992290	17008832	943684	191055194	0.0551237861728841	0.5125533710679999
humnea_50_10	_tsinfer.ts	3	0.95	975072	16021199	960902	192042827	0.0573697606963315	0.5036596565862971
humnea_50_10	_tsinfer.ts	3	0.99	913184	10744872	1022790	197319154	0.0783307268381623	0.4716922851236638
humnea_50_10	_tsinfer.ts	3	0.999	455058	2270554	1480916	205793472	0.1669562652351105	0.235053776548652
humnea_50_10	_tsinfer.ts	4	0.5	4313792	7473598	15448844	182763766	0.3659666813433678	0.2182801929864012
humnea_50_10	_tsinfer.ts	4	0.6	4307147	7376756	15455489	182860608	0.3686394007208036	0.2179439524160643
humnea_50_10	_tsinfer.ts	4	0.7	4283675	7254320	15478961	182983044	0.3712668448894283	0.2167562566046351
humnea_50_10	_tsinfer.ts	4	0.8	4251337	7126434	15511299	183110930	0.3736528886018184	0.2151199364295329
humnea_50_10	_tsinfer.ts	4	0.9	4208363	6850621	15554273	183386743	0.3805379409175382	0.2129454289397426
humnea_50_10	_tsinfer.ts	4	0.95	4205860	6377107	15556776	183860257	0.3974178507785199	0.2128187757948889
humnea_50_10	_tsinfer.ts	4	0.99	3746187	3833479	16016449	186403885	0.4942416987767007	0.1895590750140821
humnea_50_10	_tsinfer.ts	4	0.999	2547100	757891	17215536	189479473	0.7706828853694306	0.1288846285485397
humnea_50_10	_tsinfer.ts	5	0.5	1154127	16344880	5516271	186984722	0.0659538566959828	0.17302220946936
humnea_50_10	_tsinfer.ts	5	0.6	1153591	16190813	5516807	187138789	0.0665108469567475	0.1729418544440676
humnea_50_10	_tsinfer.ts	5	0.7	1152456	16046936	5517942	187282666	0.0670056243848619	0.1727716996796892
humnea_50_10	_tsinfer.ts	5	0.8	1151653	15943244	5518745	187386358	0.0673682327539031	0.1726513170578427
humnea_50_10	_tsinfer.ts	5	0.9	1150952	15486280	5519446	187843322	0.0691792961713823	0.1725462258773764
humnea_50_10	_tsinfer.ts	5	0.95	1129184	14476660	5541214	188852942	0.0723564838915473	0.1692828523875187
humnea_50_10	_tsinfer.ts	5	0.99	420137	9869552	6250261	193460050	0.0408308744802685	0.0629852971291967
humnea_50_10	_tsinfer.ts	5	0.999	240133	1213121	6430265	202116481	0.1652381483209404	0.0359998009114298
humnea_50_10	_tsinfer.ts	6	0.5	2249057	13156189	4437498	190157256	0.1459929299408786	0.336355118592459
humnea_50_10	_tsinfer.ts	6	0.6	2248554	13114254	4438001	190199191	0.1463634773018057	0.3362798930091804
humnea_50_10	_tsinfer.ts	6	0.7	2248148	13056289	4438407	190257156	0.1468951781761067	0.3362191741487208
humnea_50_10	_tsinfer.ts	6	0.8	2247913	12864596	4438642	190448849	0.1487451885057603	0.3361840289954991
humnea_50_10	_tsinfer.ts	6	0.9	2245505	12459128	4441050	190854317	0.1527073134025174	0.3358239033403599
humnea_50_10	_tsinfer.ts	6	0.95	2233999	11745076	4452556	191568369	0.1598102163412099	0.3341031368170904
humnea_50_10	_tsinfer.ts	6	0.99	2232986	8063035	4453569	195250410	0.2168785397776481	0.3339516387736285
humnea_50_10	_tsinfer.ts	6	0.999	1718575	1325320	4967980	201988125	0.5645973333508547	0.2570194965868074
humnea_50_10	_tsinfer.ts	7	0.5	0	20950271	0	189049729	0.0	0.0
humnea_50_10	_tsinfer.ts	7	0.6	0	20786297	0	189213703	0.0	0.0
humnea_50_10	_tsinfer.ts	7	0.7	0	20606618	0	189393382	0.0	0.0
humnea_50_10	_tsinfer.ts	7	0.8	0	20053402	0	189946598	0.0	0.0
humnea_50_10	_tsinfer.ts	7	0.9	0	19097373	0	190902627	0.0	0.0
humnea_50_10	_tsinfer.ts	7	0.95	0	18131566	0	191868434	0.0	0.0
humnea_50_10	_tsinfer.ts	7	0.99	0	12683981	0	197316019	0.0	0.0
humnea_50_10	_tsinfer.ts	7	0.999	0	1193130	0	98806870	0.0	0.0
humnea_50_10	_tsinfer.ts	8	0.5	441081	20013413	654798	188890708	0.0215640142454758	0.4024906034334082
humnea_50_10	_tsinfer.ts	8	0.6	441081	19829450	654798	189074671	0.0217597161120248	0.4024906034334082
humnea_50_10	_tsinfer.ts	8	0.7	441081	19622058	654798	189282063	0.0219846455731578	0.4024906034334082
humnea_50_10	_tsinfer.ts	8	0.8	441081	19343959	654798	189560162	0.0222936622822091	0.4024906034334082
humnea_50_10	_tsinfer.ts	8	0.9	441081	18855247	654798	190048874	0.0228582868201659	0.4024906034334082
humnea_50_10	_tsinfer.ts	8	0.95	441081	17686355	654798	191217766	0.0243322331961343	0.4024906034334082
humnea_50_10	_tsinfer.ts	8	0.99	394968	12607425	700911	196296696	0.0303765622220463	0.3604120527904997
humnea_50_10	_tsinfer.ts	8	0.999	0	3144056	1095879	205760065	0.0	0.0
humnea_50_10	_tsinfer.ts	9	0.5	4783808	9282735	16893236	179040221	0.3400841272798867	0.2206854403211065
humnea_50_10	_tsinfer.ts	9	0.6	4781324	9201812	16895720	179121144	0.3419350280223263	0.2205708490511898
humnea_50_10	_tsinfer.ts	9	0.7	4728454	9125273	16948590	179197683	0.3413127745335244	0.2181318633666103
humnea_50_10	_tsinfer.ts	9	0.8	4724969	9072230	16952075	179250726	0.3424585671338074	0.2179710942137682
humnea_50_10	_tsinfer.ts	9	0.9	4697352	8682097	16979692	179640859	0.3510871038112257	0.2166970736415906
humnea_50_10	_tsinfer.ts	9	0.95	4568175	7776400	17108869	180546556	0.3700552671922686	0.210737912420162
humnea_50_10	_tsinfer.ts	9	0.99	3690624	5324025	17986420	182998931	0.4094029617792107	0.1702549480454992
humnea_50_10	_tsinfer.ts	9	0.999	1043579	931866	20633465	187391090	0.5282754012387082	0.0481421267586115
humnea_50_10	_tsinfer.ts	10	0.5	2721568	13407385	4331075	189539972	0.168738045178754	0.3858933452324185
humnea_50_10	_tsinfer.ts	10	0.6	2721181	13316598	4331462	189630759	0.1696731823028612	0.3858384721869518
humnea_50_10	_tsinfer.ts	10	0.7	2719381	13101243	4333262	189846114	0.1718883528235043	0.3855832487196644
humnea_50_10	_tsinfer.ts	10	0.8	2718065	12942675	4334578	190004682	0.1735591677021647	0.3853966520069143
